"dong","행정동코드","건물명","상세건물명","건물용도코드","건물용도","lat","long","지상층수","지하층수","연면적"
"장위2동",11290770,NA,NA,1000,"단독주택",37.6129955719675,127.049236839089,1,0,115
"장위2동",11290770,NA,NA,1001,"단독주택",37.6128983053797,127.049220935425,1,0,82.39
"장위2동",11290770,NA,NA,3001,"소매점",37.6135396621224,127.049537082229,0,0,63.33
"장위2동",11290770,"꿈나무유아원",NA,8201,"유치원",37.6133571774483,127.049520584699,0,0,88.12
"장위2동",11290770,NA,NA,1001,"단독주택",37.6131783955303,127.049825295841,2,1,253.32
"장위2동",11290770,NA,NA,1000,"단독주택",37.6132082491505,127.049627008533,2,1,240.48
"장위2동",11290770,"한양빌라",NA,2003,"다세대주택",37.6114540234675,127.054741823501,4,0,688.68
"장위2동",11290770,NA,NA,2002,"연립주택",37.6108889395851,127.055087647624,2,0,308.4
"장위2동",11290770,NA,NA,1000,"단독주택",37.6108256806852,127.055173588134,1,1,114.69
"장위2동",11290770,NA,NA,16001,"주차장",37.6106147893556,127.054967948925,0,0,13.25
"장위2동",11290770,NA,NA,1001,"단독주택",37.6106482332349,127.054811255905,2,1,187.56
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6105733477868,127.055091575507,3,1,342.51
"장위2동",11290770,NA,NA,1000,"단독주택",37.6105589453887,127.05485476996,2,1,157.3
"장위2동",11290770,NA,NA,1000,"단독주택",37.6104717469103,127.054891316567,2,0,150.34
"장위2동",11290770,NA,NA,1003,"다가구주택",37.610939483408,127.054842459216,2,1,113.56
"장위2동",11290770,NA,NA,3003,"이(미)용원",37.610756539415,127.054760145787,4,1,338.04
"장위2동",11290770,NA,NA,1003,"다가구주택",37.610916676217,127.054741793917,2,1,124.02
"장위2동",11290770,NA,NA,1000,"단독주택",37.6111173623095,127.054582886323,0,0,138.74
"장위2동",11290770,NA,NA,1000,"단독주택",37.6110537979014,127.054355028839,2,1,196.46
"장위2동",11290770,NA,NA,1000,"단독주택",37.6112152995745,127.054497388739,1,1,94.32
"장위2동",11290770,NA,NA,3001,"소매점",37.611264417464,127.054410245172,5,1,415.4
"장위2동",11290770,NA,NA,1001,"단독주택",37.6106996713397,127.054653562334,3,1,244.86
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6108569791265,127.05459999693,2,1,159.36
"장위2동",11290770,NA,NA,3001,"소매점",37.6131654398639,127.055130127225,0,0,9.92
"장위2동",11290770,NA,NA,3001,"소매점",37.6131752258366,127.055022577098,0,0,28.55
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6132759252973,127.055009888014,2,1,194.26
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6134321460795,127.055172604857,2,1,180.78
"장위2동",11290770,NA,NA,1000,"단독주택",37.6135451590241,127.055002970726,2,1,209.62
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6135206706066,127.055197182808,2,1,140.56
"장위2동",11290770,NA,NA,1003,"다가구주택",37.613610224274,127.055175353799,2,1,127.28
"장위2동",11290770,NA,NA,3001,"소매점",37.6135124958827,127.049779641563,0,0,182.37
"장위2동",11290770,NA,NA,4001,"일반음식점",37.6135019956871,127.05003921351,3,1,548.46
"장위2동",11290770,"김산한의원",NA,3015,"한의원",37.6132556598673,127.049988816585,0,0,103.08
"장위2동",11290770,"명성한의원",NA,4499,"기타사무소",37.6134996398426,127.050228196637,0,0,143.15
"장위2동",11290770,NA,NA,3001,"소매점",37.6132537778273,127.050139974556,0,0,187.01
"장위2동",11290770,NA,NA,3001,"소매점",37.6135289771628,127.050467683302,2,0,463.44
"장위2동",11290770,NA,NA,3001,"소매점",37.6133044590928,127.050549817815,4,0,877.8
"장위2동",11290770,NA,NA,3001,"소매점",37.6135481533716,127.050632810528,0,0,84.85
"장위2동",11290770,"장위쇼핑(슈퍼마켓)",NA,6203,"대형판매점",37.6134092237854,127.050977791361,0,0,4.66
"장위2동",11290770,"장위쇼핑(슈퍼마켓)",NA,6203,"대형판매점",37.6129442232954,127.051101726581,0,0,404.8
"장위2동",11290770,"장위쇼핑(슈퍼마켓)",NA,6203,"대형판매점",37.6129045757573,127.051242488658,0,0,22.28
"장위2동",11290770,NA,NA,4001,"일반음식점",37.6130476694705,127.051305422637,2,1,120.92
"장위2동",11290770,NA,NA,1003,"다가구주택",37.612907819599,127.051369712225,2,1,169.86
"장위2동",11290770,"장위2동경노당",NA,8300,"노인복지시설",37.6127616223372,127.051102765112,0,0,110.33
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6127779453234,127.051254954318,3,1,270.21
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6129891411472,127.051423403102,2,1,128.06
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6130537713306,127.051479533722,2,1,118.92
"장위2동",11290770,NA,NA,1003,"다가구주택",37.6108072458551,127.054503989797,2,1,137.14
"장위2동",11290770,NA,NA,1001,"단독주택",37.6108134949796,127.054313433269,1,1,66.87
