"구","동","인구","고령자","장애인구","기초생활수급인구","일반인구","고령자비율","장애인비율","기초비율","일반비율","정보화점수"
"강북구","송천동",28628,5817,1534,1539,19738,0.203192678496577,0.0535839038703367,0.053758558055051,0.689464859578035,0.871797226491547
"강북구","삼각산동",32900,4154,1288,1133,26325,0.126261398176292,0.0391489361702128,0.0344376899696049,0.800151975683891,0.918228784194529
"강북구","우이동",21391,4557,1003,919,14912,0.213033518769576,0.0468888785003039,0.0429619933616942,0.697115609368426,0.870874292926932
"강북구","인수동",32461,6668,1821,1849,22123,0.205415729644805,0.0560980869350913,0.0569606604848896,0.681525522935215,0.869325159422076
"도봉구","쌍문1동",22364,4176,1117,1019,16052,0.186728671078519,0.049946342335897,0.0455642997674835,0.717760686818101,0.882585315685924
"도봉구","쌍문2동",20025,3639,924,849,14613,0.181722846441948,0.0461423220973783,0.0423970037453184,0.729737827715356,0.886869962546816
"도봉구","쌍문3동",17262,3247,803,612,12600,0.188101031166725,0.0465183640366122,0.0354535974973931,0.72992700729927,0.884702062333449
"도봉구","쌍문4동",19811,2743,684,277,16107,0.13845843218414,0.0345262732825198,0.0139821311392661,0.813033163394074,0.917035535813437
"도봉구","방학1동",30056,5302,1505,1362,21887,0.176404045781208,0.0500731966994943,0.0453154112323663,0.728207346286931,0.887746706148523
"도봉구","방학2동",21140,4083,1248,1958,13851,0.19314096499527,0.059035004730369,0.0926206244087039,0.655203405865658,0.868606527909177
"도봉구","방학3동",28782,4436,1042,363,22941,0.154124105343618,0.036203182544646,0.0126120491974151,0.797060662914321,0.90887370578834
"도봉구","창1동",26271,4235,1054,520,20462,0.161204369837463,0.0401202847246013,0.0197936888584371,0.778881656579498,0.902852042175783
"도봉구","창2동",30498,4750,1317,1033,23398,0.155747917896255,0.043183159551446,0.0338710735130172,0.767197849039281,0.902243688110696
"도봉구","창3동",14777,2762,783,1023,10209,0.186912093117683,0.0529877512350274,0.0692292075522772,0.690870948095012,0.877582188536239
"도봉구","창4동",27873,3889,1000,301,22683,0.139525705880243,0.0358770135973882,0.0107989810928138,0.813798299429556,0.916580023678829
"도봉구","창5동",25802,4018,1012,466,20306,0.155724362452523,0.0392217657545927,0.0180606154561662,0.786993256336718,0.906175412758701
"도봉구","도봉1동",22293,5387,1481,1196,14229,0.241645359529897,0.0664334095904544,0.0536491275288207,0.638272103350828,0.848335755618356
"도봉구","도봉2동",28677,6047,1480,913,20237,0.210865850681731,0.0516093036231126,0.031837360951285,0.705687484743871,0.872231230602922
"노원구","월계1동",23883,4076,1060,755,17992,0.170665326801491,0.0443830339572081,0.0316124439978227,0.753339195243479,0.894760499099778
"노원구","월계2동",27289,5260,2314,2936,16779,0.192751658177288,0.0847960716772326,0.107589138480707,0.614863131664773,0.857804463336876
"노원구","월계3동",31593,5610,1955,1819,22209,0.177570980913493,0.0618807963789447,0.0575760453264964,0.702972177381065,0.881231918462951
"노원구","공릉2동",41071,4904,1357,877,33933,0.119402985074627,0.033040344768815,0.0213532662949526,0.826203403861606,0.925838864405542
"노원구","하계1동",29305,4086,2129,2660,20430,0.139430131376898,0.0726497184780754,0.0907694932605357,0.697150656884491,0.89126091110732
"노원구","하계2동",23318,2995,992,1106,18225,0.128441547302513,0.0425422420447723,0.0474311690539497,0.781585041598765,0.913871601338022
"노원구","중계본동",25875,2546,850,542,21937,0.0983961352657005,0.0328502415458937,0.0209468599033816,0.847806763285024,0.936472270531401
"노원구","중계1동",28061,2229,760,636,24436,0.0794340900181747,0.0270838530344606,0.022664908591996,0.870817148355369,0.947578489718827
"노원구","중계4동",21324,3806,1526,1675,14317,0.178484336897393,0.071562558619396,0.0785499906208966,0.671403113862315,0.874109876195836
"노원구","상계1동",40121,6458,1901,1409,30353,0.160963086662845,0.0473816704468981,0.0351187657336557,0.756536477156601,0.898040527404601
"노원구","상계2동",21220,3115,881,811,16413,0.14679547596607,0.0415174363807729,0.0382186616399623,0.773468426013195,0.906553911404335
"노원구","상계5동",25483,4787,1302,1525,17869,0.187850724012086,0.0510928854530471,0.0598438174469254,0.701212573087941,0.879288663030255
"노원구","상계8동",23953,2653,723,265,20312,0.110758568864025,0.0301841105498267,0.0110633323592034,0.847993988226944,0.932804325136726
"노원구","상계9동",21919,3149,771,349,17650,0.143665313198595,0.0351749623614216,0.0159222592271545,0.805237465212829,0.913897258086592
"노원구","상계10동",16619,2138,505,316,13660,0.128647933088633,0.0303869065527408,0.0190143811300319,0.821950779228594,0.922480594500271
"노원구","상계3.4동",25818,5657,1600,2174,16387,0.219110697962662,0.0619722674103339,0.0842048183437911,0.634712216283213,0.856038035479123
"노원구","상계6.7동",34648,4593,1275,877,27903,0.132561764026784,0.0367986608173632,0.0253117063033941,0.805327868852459,0.917362329716001
"노원구","중계2.3동",36763,6914,3215,4399,22235,0.188069526426026,0.0874520577754808,0.11965835214754,0.604820063650953,0.857274977558959
"노원구","공릉1동",39040,5947,2226,1995,28872,0.152330942622951,0.0570184426229508,0.0511014344262295,0.739549180327869,0.8965296875
"은평구","녹번동",38411,6599,1645,1198,28969,0.171799744864752,0.0428262737236729,0.0311889823227721,0.754184999088803,0.894778448881831
"은평구","불광1동",40917,7446,1705,1448,30318,0.181978150890828,0.0416697216315957,0.0353887137375663,0.74096341374001,0.88937910892783
"은평구","갈현1동",24536,4276,1101,1646,17513,0.174274535376589,0.0448728399087056,0.0670850994457124,0.713767525268992,0.886940780893381
"은평구","갈현2동",30150,4697,1229,1284,22940,0.155787728026534,0.0407628524046435,0.0425870646766169,0.760862354892206,0.901586766169154
"은평구","구산동",33804,5827,2294,1262,24421,0.172376050171577,0.067861791503964,0.0373328600165661,0.722429298307893,0.885189800023666
"은평구","대조동",27910,4844,1234,1289,20543,0.173557864564672,0.0442135435327839,0.0461841633823003,0.736044428520244,0.890965997850233
"은평구","응암1동",25654,4058,1146,869,19581,0.158181959928276,0.0446713962734856,0.0338738598269276,0.76327278397131,0.900533600997895
"은평구","응암2동",25466,3356,896,836,20378,0.131783554543313,0.0351841671247938,0.03282808450483,0.800204193827064,0.91704562946674
"은평구","신사1동",28570,4655,1227,830,21858,0.162933146657333,0.0429471473573679,0.0290514525726286,0.765068253412671,0.899524431221561
"은평구","신사2동",21875,3670,1002,1075,16128,0.167771428571429,0.0458057142857143,0.0491428571428571,0.73728,0.892844022857143
"은평구","증산동",16172,2979,719,549,11925,0.184207271827851,0.0444595597328716,0.033947563690329,0.737385604748949,0.88757890180559
"은평구","수색동",8952,1735,484,446,6287,0.193811438784629,0.0540661304736372,0.0498212689901698,0.702301161751564,0.876977882037533
"은평구","진관동",58006,7590,1957,1135,47324,0.130848532910389,0.0337378891838775,0.0195669413508947,0.815846636554839,0.920179946902045
"은평구","불광2동",29552,5614,1482,1838,20618,0.189970221981592,0.0501488900920411,0.0621954520844613,0.697685435841906,0.878153356794802
"은평구","응암3동",26081,5423,1327,1491,17840,0.207929143821173,0.0508799509221272,0.0571680533721866,0.684022851884514,0.869761435527779
"은평구","역촌동",48490,7969,2169,1755,36597,0.164343163538874,0.0447308723448134,0.0361930294906166,0.754732934625696,0.897050649618478
"서대문구","천연동",18704,3243,791,612,14058,0.173385372112917,0.0422904191616766,0.0327202737382378,0.751603934987168,0.893910340034217
"서대문구","홍제1동",24997,4293,935,575,19194,0.171740608873065,0.0374044885386246,0.0230027603312397,0.767852142257071,0.897953354402528
"서대문구","홍제3동",16420,3448,834,544,11594,0.209987819732034,0.0507917174177832,0.0331303288672351,0.706090133982948,0.872727527405603
"서대문구","홍제2동",14570,2586,623,412,10949,0.177487989018531,0.0427590940288264,0.0282772820864791,0.751475634866163,0.892436993822924
"서대문구","홍은1동",22902,4305,1066,690,16841,0.187974849358135,0.0465461531743952,0.0301283730678543,0.735350624399616,0.885634617064012
"서대문구","홍은2동",28394,4856,1267,986,21285,0.171022046911319,0.0446221032612524,0.0347256462632951,0.749630203564133,0.893989328731422
"서대문구","남가좌1동",16918,2167,521,224,14006,0.128088426527958,0.0307956023170588,0.0132403357370848,0.827875635417898,0.923577786972455
"서대문구","남가좌2동",25947,4265,1081,925,19676,0.16437353065865,0.0416618491540448,0.0356495934019347,0.75831502678537,0.898140979689367
"서대문구","북가좌1동",19160,2861,710,386,15203,0.149321503131524,0.0370563674321503,0.0201461377870564,0.793475991649269,0.909749478079332
"서대문구","북가좌2동",33810,6009,1584,1156,25061,0.177728482697427,0.0468500443655723,0.0341910677314404,0.74123040520556,0.889986867790594
"서대문구","충현동",18113,3136,704,483,13790,0.173135317175509,0.0388671120189919,0.0266659305471209,0.761331640258378,0.896167448793684
"서대문구","북아현동",17525,2268,612,468,14177,0.12941512125535,0.0349215406562054,0.0267047075606277,0.808958630527817,0.919327132667618
"서대문구","신촌동",24372,2223,486,502,21161,0.0912112259970458,0.0199409158050222,0.0205974068603315,0.8682504513376,0.94439537173806
"서대문구","연희동",41339,6414,1398,722,32805,0.155156147947459,0.033817944314086,0.0174653474926825,0.793560560245773,0.908346404122016
"마포구","용강동",22441,2839,600,353,18649,0.126509513836282,0.0267367764359877,0.0157301368031728,0.831023572924558,0.925299897509024
"마포구","대흥동",13575,1871,435,359,10910,0.137826887661142,0.0320441988950276,0.0264456721915285,0.803683241252302,0.916116390423573
"마포구","염리동",13486,1792,432,310,10952,0.132878540708883,0.0320332196351772,0.0229868011270948,0.812101438528845,0.919164911760344
